id	title_old	title_new	kind	index	mal_url	status
18	86―エイティシックス― (OP1)	86―エイティシックス― (OP1)	opening	1	https://myanimelist.net/anime/41457	ok
19	攻殻機動隊 STAND ALONE COMPLEX (OP1)	攻殻機動隊 STAND ALONE COMPLEX (OP1)	opening	1	https://myanimelist.net/anime/467	ok
20	サイバーパンク エッジランナーズ (OP1)	サイバーパンク エッジランナーズ (OP1)	opening	1	https://myanimelist.net/anime/42310	ok
21	新世紀エヴァンゲリオン (OP1)	新世紀エヴァンゲリオン (OP1)	opening	1	https://myanimelist.net/anime/30	ok
22	僕のヒーローアカデミア (OP1)	僕のヒーローアカデミア (OP1)	opening	1	https://myanimelist.net/anime/31964	ok
23	HUNTER×HUNTER（ハンター×ハンター） (OP1)	HUNTER×HUNTER（ハンター×ハンター） (OP1)	opening	1	https://myanimelist.net/anime/136	ok
24	BLEACH - ブリーチ - (OP1)	BLEACH - ブリーチ - (OP1)	opening	1	https://myanimelist.net/anime/269	ok
25	FAIRY TAIL（フェアリーテイル） (OP1)	FAIRY TAIL（フェアリーテイル） (OP1)	opening	1	https://myanimelist.net/anime/6702	ok
26	ブラッククローバー (OP1)	ブラッククローバー (OP1)	opening	1	https://myanimelist.net/anime/34572	ok
27	ジョジョの奇妙な冒険 ADVENTURE (OP1)	ジョジョの奇妙な冒険 ADVENTURE (OP1)	opening	1	https://myanimelist.net/anime/665	ok
28	銀魂 (OP1)	銀魂 (OP1)	opening	1	https://myanimelist.net/anime/918	ok
29	ハイキュー!! (OP1)	ハイキュー!! (OP1)	opening	1	https://myanimelist.net/anime/20583	ok
30	四月は君の嘘 (OP1)	四月は君の嘘 (OP1)	opening	1	https://myanimelist.net/anime/23273	ok
31	ワンパンマン (OP1)	ワンパンマン (OP1)	opening	1	https://myanimelist.net/anime/30276	ok
32	モブサイコ100 (OP1)	モブサイコ100 (OP1)	opening	1	https://myanimelist.net/anime/32182	ok
33	カウボーイビバップ (OP1)	カウボーイビバップ (OP1)	opening	1	https://myanimelist.net/anime/1	ok
34	美少女戦士セーラームーン (OP1)	美少女戦士セーラームーン (OP1)	opening	1	https://myanimelist.net/anime/530	ok
35	ドラゴンボールZ (OP1)	ドラゴンボールZ (OP1)	opening	1	https://myanimelist.net/anime/813	ok
36	ポケットモンスター (OP1)	ポケットモンスター (OP1)	opening	1	https://myanimelist.net/anime/527	ok
37	デジモンアドベンチャー (OP1)	デジモンアドベンチャー (OP1)	opening	1	https://myanimelist.net/anime/552	ok
38	名探偵コナン (OP1)	名探偵コナン (OP1)	opening	1	https://myanimelist.net/anime/235	ok
39	けいおん! (OP1)	けいおん! (OP1)	opening	1	https://myanimelist.net/anime/5680	ok
40	とらドラ！ (OP1)	とらドラ！ (OP1)	opening	1	https://myanimelist.net/anime/4224	ok
41	Re:ゼロから始める異世界生活 (OP1)	Re:ゼロから始める異世界生活 (OP1)	opening	1	https://myanimelist.net/anime/31240	ok
42	この素晴らしい世界に祝福を！ (OP1)	この素晴らしい世界に祝福を！ (OP1)	opening	1	https://myanimelist.net/anime/30831	ok
43	東京リベンジャーズ (OP1)	東京リベンジャーズ (OP1)	opening	1	https://myanimelist.net/anime/42249	ok
44	チェンソーマン (OP1)	チェンソーマン (OP1)	opening	1	https://myanimelist.net/anime/44511	ok
45	Spy x Family (OP1)	SPY×FAMILY (OP1)	opening	1	https://myanimelist.net/anime/50265	ok
46	【推しの子】 (OP1)	【推しの子】 (OP1)	opening	1	https://myanimelist.net/anime/52034	ok
47	葬送のフリーレン (OP1)	葬送のフリーレン (OP1)	opening	1	https://myanimelist.net/anime/52991	ok
48	スラムダンク (OP1)	スラムダンク (OP1)	opening	1	https://myanimelist.net/anime/170	ok
49	犬夜叉 (OP1)	犬夜叉 (OP1)	opening	1	https://myanimelist.net/anime/249	ok
50	ドクターストーン (OP1)	ドクターストーン (OP1)	opening	1	https://myanimelist.net/anime/38691	ok
51	黒子のバスケ (OP1)	黒子のバスケ (OP1)	opening	1	https://myanimelist.net/anime/11771	ok
52	暗殺教室 (OP1)	暗殺教室 (OP1)	opening	1	https://myanimelist.net/anime/24833	ok
53	トリニティセブン 七つの大罪と七魔道士 (OP1)	七つの大罪 (OP1)	opening	1	https://myanimelist.net/anime/23755	ok
54	転生したらスライムだった件 (OP1)	転生したらスライムだった件 (OP1)	opening	1	https://myanimelist.net/anime/37430	ok
55	アカメが斬る！ (OP1)	アカメが斬る！ (OP1)	opening	1	https://myanimelist.net/anime/22199	ok
56	寄生獣 セイの格率 (OP1)	寄生獣 セイの格率 (OP1)	opening	1	https://myanimelist.net/anime/22535	ok
57	僕だけがいない街 (OP1)	僕だけがいない街 (OP1)	opening	1	https://myanimelist.net/anime/31043	ok
58	ヴァイオレット・エヴァーガーデン (OP1)	ヴァイオレット・エヴァーガーデン (OP1)	opening	1	https://myanimelist.net/anime/33352	ok
59	ブルーロック (OP1)	ブルーロック (OP1)	opening	1	https://myanimelist.net/anime/49596	ok
60	無職転生 ～異世界行ったら本気だす～ (OP1)	Reincarnation (OP1)	opening	1	https://myanimelist.net/anime/55605	ok
61	盾の勇者の成り上がり (OP1)	盾の勇者の成り上がり (OP1)	opening	1	https://myanimelist.net/anime/35790	ok
62	食戟のソーマ (OP1)	食戟のソーマ (OP1)	opening	1	https://myanimelist.net/anime/28171	ok
63	かぐや様は告らせたい～天才たちの恋愛頭脳戦～ (OP1)	かぐや様は告らせたい～天才たちの恋愛頭脳戦～ (OP1)	opening	1	https://myanimelist.net/anime/37999	ok
64	炎炎ノ消防隊 (OP1)	炎炎ノ消防隊 (OP1)	opening	1	https://myanimelist.net/anime/38671	ok
65	約束のネバーランド (OP1)	約束のネバーランド (OP1)	opening	1	https://myanimelist.net/anime/37779	ok
66	メイドインアビス (OP1)	メイドインアビス (OP1)	opening	1	https://myanimelist.net/anime/34599	ok
67	ヴィンランド・サガ (OP1)	ヴィンランド・サガ (OP1)	opening	1	https://myanimelist.net/anime/37521	ok
68	サイコパス (OP1)	サイコパス (OP1)	opening	1	https://myanimelist.net/anime/13601	ok
69	天元突破グレンラガン (OP1)	天元突破グレンラガン (OP1)	opening	1	https://myanimelist.net/anime/2001	ok
70	キルラキル (OP1)	キルラキル (OP1)	opening	1	https://myanimelist.net/anime/18679	ok
71	ダーリン・イン・ザ・フランキス (OP1)	ダーリン・イン・ザ・フランキス (OP1)	opening	1	https://myanimelist.net/anime/35849	ok
72	青春ブタ野郎はバニーガール先輩の夢を見ない (OP1)	青春ブタ野郎はバニーガール先輩の夢を見ない (OP1)	opening	1	https://myanimelist.net/anime/37450	ok
73	Angel Beats!（エンジェルビーツ!） (OP1)	Angel Beats!（エンジェルビーツ!） (OP1)	opening	1	https://myanimelist.net/anime/6547	ok
74	明治×「ここさけ」＆「あの花」レシート応募キャンペーン (OP1)	明治×「ここさけ」＆「あの花」レシート応募キャンペーン (OP1)	opening	1	https://myanimelist.net/anime/31165	ok
75	君の名は。 (OP1)	君の名は。 (OP1)	opening	1	https://myanimelist.net/anime/32281	ok
76	With You ~みつめていたい~ (OP1)	With You ~みつめていたい~ (OP1)	opening	1	https://myanimelist.net/anime/2538	ok
77	聲の形 (OP1)	聲の形 (OP1)	opening	1	https://myanimelist.net/anime/28851	ok
78	ニセコイ (OP1)	ニセコイ (OP1)	opening	1	https://myanimelist.net/anime/18897	ok
79	やはり俺の青春ラブコメはまちがっている。 (OP1)	やはり俺の青春ラブコメはまちがっている。 (OP1)	opening	1	https://myanimelist.net/anime/14813	ok
80	ホリミヤ (OP1)	ホリミヤ (OP1)	opening	1	https://myanimelist.net/anime/42897	ok
81	ハイスクールD×D (OP1)	ハイスクールD×D (OP1)	opening	1	https://myanimelist.net/anime/11617	ok
82	デート・ア・ライブ (OP1)	デート・ア・ライブ (OP1)	opening	1	https://myanimelist.net/anime/15583	ok
83	未来日記 (OP1)	未来日記 (OP1)	opening	1	https://myanimelist.net/anime/8460	ok
84	ギルティクラウン (OP1)	ギルティクラウン (OP1)	opening	1	https://myanimelist.net/anime/10793	ok
85	ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION (OP1)	ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION (OP1)	opening	1	https://myanimelist.net/anime/16592	ok
86	Fate/Grand Order - Absolute Demonic Front: Babylonia (OP1)	Fate/Grand Order (OP1)	opening	1	https://myanimelist.net/anime/36064	ok
87	Fate/Apocrypha (OP1)	Fate/Apocrypha (OP1)	opening	1	https://myanimelist.net/anime/34662	ok
88	ソウルイーター (OP1)	ソウルイーター (OP1)	opening	1	https://myanimelist.net/anime/3588	ok
89	青の祓魔師 (OP1)	青の祓魔師 (OP1)	opening	1	https://myanimelist.net/anime/9919	ok
90	ノラガミ (OP1)	ノラガミ (OP1)	opening	1	https://myanimelist.net/anime/20507	ok
91	暁のヨナ (OP1)	暁のヨナ (OP1)	opening	1	https://myanimelist.net/anime/25013	ok
92	マギ The labyrinth of magic (OP1)	マギ The labyrinth of magic (OP1)	opening	1	https://myanimelist.net/anime/14513	ok
93	彼女、お借りします (OP1)	彼女、お借りします (OP1)	opening	1	https://myanimelist.net/anime/40839	ok
94	五等分の花嫁 (OP1)	五等分の花嫁 (OP1)	opening	1	https://myanimelist.net/anime/38101	ok
95	リコリス・リコイル (OP1)	リコリス・リコイル (OP1)	opening	1	https://myanimelist.net/anime/50709	ok
96	ぼっち・ざ・ろっく！ (OP1)	ぼっち・ざ・ろっく！ (OP1)	opening	1	https://myanimelist.net/anime/47917	ok
97	賭ケグルイ (OP1)	賭ケグルイ (OP1)	opening	1	https://myanimelist.net/anime/34933	ok
98	ノーゲーム・ノーライフ ゼロ (OP1)	ノーゲーム・ノーライフ ゼロ (OP1)	opening	1	https://myanimelist.net/anime/33674	ok
99	黒執事 (OP1)	黒執事 (OP1)	opening	1	https://myanimelist.net/anime/4898	ok
100	すずめの戸締まり (OP1)	すずめの戸締まり (OP1)	opening	1	https://myanimelist.net/anime/50594	ok
101	攻殻機動隊ARISE -GHOST IN THE SHELL- border:1 Ghost Pain (OP1)	攻殻機動隊ARISE -GHOST IN THE SHELL- border:1 Ghost Pain (OP1)	opening	1	https://myanimelist.net/anime/17187	ok
102	AKIRA（アキラ） (OP1)	AKIRA（アキラ） (OP1)	opening	1	https://myanimelist.net/anime/47	ok
103	機動戦士ガンダムSEED (OP1)	機動戦士ガンダムSEED (OP1)	opening	1	https://myanimelist.net/anime/93	ok
104	機動戦士ガンダム00 (OP1)	機動戦士ガンダム00 (OP1)	opening	1	https://myanimelist.net/anime/2581	ok
105	Fate/stay night (2006) (OP1)	Fate/stay night (OP1)	opening	1	https://myanimelist.net/anime/356	ok
106	劇場版「Fate/stay night [Heaven's Feel] Ⅰ.presage flower」 (OP1)	劇場版「Fate/stay night [Heaven's Feel] Ⅰ.presage flower」 (OP1)	opening	1	https://myanimelist.net/anime/25537	ok
107	Hellsing Ultimate (OP1)	HELLSING OVA (OP1)	opening	1	https://myanimelist.net/anime/777	ok
108	ベルセルク (OP1)	ベルセルク (OP1)	opening	1	https://myanimelist.net/anime/32379	ok
109	オーバーロードⅡ (OP1)	オーバーロード (OP1)	opening	1	https://myanimelist.net/anime/29803	ok
110	Re：ゼロから始める異世界生活 2 (OP1)	Re：ゼロから始める異世界生活 2 (OP1)	opening	1	https://myanimelist.net/anime/39587	ok
111	Clannad (OP1)	CLANNAD (OP1)	opening	1	https://myanimelist.net/anime/2167	ok
112	グレート・ティーチャー・オニヅカ (OP1)	グレート・ティーチャー・オニヅカ (OP1)	opening	1	https://myanimelist.net/anime/245	ok
113	るろうに剣心 -明治剣客浪漫譚- (OP1)	るろうに剣心 -明治剣客浪漫譚- (OP1)	opening	1	https://myanimelist.net/anime/45	ok
114	犬夜叉 (OP1)	犬夜叉 (OP1)	opening	1	https://myanimelist.net/anime/249	ok
115	遊☆戯☆王　デュエルモンスターズ (OP1)	遊☆戯☆王 (OP1)	opening	1	https://myanimelist.net/anime/550	ok
116	シャーマンキング (OP1)	シャーマンキング (OP1)	opening	1	https://myanimelist.net/anime/154	ok
117	聖闘士星矢(セイントセイヤ) (OP1)	聖闘士星矢(セイントセイヤ) (OP1)	opening	1	https://myanimelist.net/anime/1254	ok
118	ドラえもん (OP1)	ドラえもん (OP1)	opening	1	https://myanimelist.net/anime/501	ok
119	クレヨンしんちゃん (OP1)	クレヨンしんちゃん (OP1)	opening	1	https://myanimelist.net/anime/966	ok
120	ちびまる子ちゃん (OP1)	ちびまる子ちゃん (OP1)	opening	1	https://myanimelist.net/anime/951	ok
121	らき☆すた (OP1)	らき☆すた (OP1)	opening	1	https://myanimelist.net/anime/1887	ok
122	涼宮ハルヒの憂鬱 (OP1)	涼宮ハルヒの憂鬱 (OP1)	opening	1	https://myanimelist.net/anime/849	ok
123	桜蘭高校ホスト部 (OP1)	桜蘭高校ホスト部 (OP1)	opening	1	https://myanimelist.net/anime/853	ok
124	フルーツバスケット (OP1)	フルーツバスケット (OP1)	opening	1	https://myanimelist.net/anime/38680	ok
125	モブサイコ100 II (OP1)	モブサイコ100 (OP1)	opening	1	https://myanimelist.net/anime/32182	ok
126	Devilman Crybaby (OP1)	DEVILMAN crybaby (OP1)	opening	1	https://myanimelist.net/anime/35120	ok
127	文豪ストレイドッグス (OP1)	文豪ストレイドッグス (OP1)	opening	1	https://myanimelist.net/anime/31478	ok
128	ゴールデンカムイ (OP1)	ゴールデンカムイ (OP1)	opening	1	https://myanimelist.net/anime/36028	ok
129	Banana Fish (OP1)	BANANA FISH (OP1)	opening	1	https://myanimelist.net/anime/36649	ok
130	ドロヘドロ (OP1)	ドロヘドロ (OP1)	opening	1	https://myanimelist.net/anime/38668	ok
131	ジョジョの奇妙な冒険 スターダストクルセイダース (OP1)	ジョジョの奇妙な冒険 スターダストクルセイダース (OP1)	opening	1	https://myanimelist.net/anime/20899	ok
132	ジョジョの奇妙な冒険 黄金の風 (OP1)	ジョジョの奇妙な冒険 黄金の風 (OP1)	opening	1	https://myanimelist.net/anime/37991	ok
133	Black Lagoon (OP1)	BLACK LAGOON (OP1)	opening	1	https://myanimelist.net/anime/889	ok
134	Hellsing [ヘルシング] (OP1)	Hellsing [ヘルシング] (OP1)	opening	1	https://myanimelist.net/anime/270	ok
135	クレイモア (OP1)	クレイモア (OP1)	opening	1	https://myanimelist.net/anime/1818	ok
136	学園黙示録 HIGHSCHOOL OF THE DEAD (OP1)	学園黙示録 HIGHSCHOOL OF THE DEAD (OP1)	opening	1	https://myanimelist.net/anime/8074	ok
137	ガンツ (OP1)	ガンツ (OP1)	opening	1	https://myanimelist.net/anime/384	ok
138	エルフェンリート (OP1)	エルフェンリート (OP1)	opening	1	https://myanimelist.net/anime/226	ok
139	デッドマン・ワンダーランド (OP1)	デッドマン・ワンダーランド (OP1)	opening	1	https://myanimelist.net/anime/6880	ok
140	TERRA FORMARS [テラフォーマーズ] (OP1)	TERRA FORMARS [テラフォーマーズ] (OP1)	opening	1	https://myanimelist.net/anime/22687	ok
141	新機動戦記ガンダムW (OP1)	新機動戦記ガンダムW (OP1)	opening	1	https://myanimelist.net/anime/90	ok
142	マクロスF（フロンティア） (OP1)	マクロスF（フロンティア） (OP1)	opening	1	https://myanimelist.net/anime/3572	ok
143	コードギアス 反逆のルルーシュ R2 (OP1)	コードギアス 反逆のルルーシュ R2 (OP1)	opening	1	https://myanimelist.net/anime/2904	ok
144	Darker than BLACK -黒の契約者- (OP1)	Darker than BLACK -黒の契約者- (OP1)	opening	1	https://myanimelist.net/anime/2025	ok
145	モンスター (OP1)	モンスター (OP1)	opening	1	https://myanimelist.net/anime/19	ok
146	バッカーノ！ (OP1)	バッカーノ！ (OP1)	opening	1	https://myanimelist.net/anime/2251	ok
147	デュラララ!! (OP1)	デュラララ!! (OP1)	opening	1	https://myanimelist.net/anime/6746	ok
148	氷菓 (OP1)	氷菓 (OP1)	opening	1	https://myanimelist.net/anime/12189	ok
149	日常 (OP1)	日常 (OP1)	opening	1	https://myanimelist.net/anime/10165	ok
150	逆境無頼カイジ Ultimate Survivor (OP1)	逆境無頼カイジ Ultimate Survivor (OP1)	opening	1	https://myanimelist.net/anime/3002	ok
151	幽☆遊☆白書 (OP1)	幽☆遊☆白書 (OP1)	opening	1	https://myanimelist.net/anime/392	ok
152	シティーハンター (OP1)	シティーハンター (OP1)	opening	1	https://myanimelist.net/anime/1470	ok
153	らんま1/2 (OP1)	らんま1/2 (OP1)	opening	1	https://myanimelist.net/anime/210	ok
154	カードキャプターさくら (OP1)	カードキャプターさくら (OP1)	opening	1	https://myanimelist.net/anime/232	ok
155	魔法騎士（マジックナイト）レイアース (OP1)	魔法騎士（マジックナイト）レイアース (OP1)	opening	1	https://myanimelist.net/anime/435	ok
156	NANA [ナナ] (OP1)	NANA [ナナ] (OP1)	opening	1	https://myanimelist.net/anime/877	ok
157	ベック (OP1)	ベック (OP1)	opening	1	https://myanimelist.net/anime/57	ok
158	君に届け (OP1)	君に届け (OP1)	opening	1	https://myanimelist.net/anime/6045	ok
159	のだめカンタービレ (OP1)	のだめカンタービレ (OP1)	opening	1	https://myanimelist.net/anime/1698	ok
160	ちはやふる (OP1)	ちはやふる (OP1)	opening	1	https://myanimelist.net/anime/10800	ok
161	狼と香辛料 (OP1)	狼と香辛料 (OP1)	opening	1	https://myanimelist.net/anime/2966	ok
162	進撃の巨人 Season2 (OP1)	進撃の巨人 Season2 (OP1)	opening	1	https://myanimelist.net/anime/25777	ok
163	ソードアート・オンライン II (OP1)	ソードアート・オンライン (OP1)	opening	1	https://myanimelist.net/anime/11757	ok
164	東京喰種√A (OP1)	東京喰種-トーキョーグール- (OP1)	opening	1	https://myanimelist.net/anime/22319	ok
165	僕のヒーローアカデミア (OP1)	僕のヒーローアカデミア (OP1)	opening	1	https://myanimelist.net/anime/31964	ok
166	-ナルト- 疾風伝 (OP1)	ナルト (OP1)	opening	1	https://myanimelist.net/anime/20	ok
167	Boruto: Naruto Next Generations (OP1)	BORUTO -NARUTO NEXT GENERATIONS- (OP1)	opening	1	https://myanimelist.net/anime/34566	ok
168	ドラゴンボール超（スーパー） (OP1)	ドラゴンボール超（スーパー） (OP1)	opening	1	https://myanimelist.net/anime/30694	ok
169	ドラゴンボールGT (OP1)	ドラゴンボールGT (OP1)	opening	1	https://myanimelist.net/anime/225	ok
170	おジャ魔女どれみ (OP1)	おジャ魔女どれみ (OP1)	opening	1	https://myanimelist.net/anime/350	ok
171	デジモンテイマーズ (OP1)	デジモンテイマーズ (OP1)	opening	1	https://myanimelist.net/anime/874	ok
172	デジモンフロンティア (OP1)	デジモンフロンティア (OP1)	opening	1	https://myanimelist.net/anime/1132	ok
173	金色のガッシュベル!! (OP1)	金色のガッシュベル!! (OP1)	opening	1	https://myanimelist.net/anime/250	ok
174	家庭教師ヒットマンREBORN! (OP1)	家庭教師ヒットマンREBORN! (OP1)	opening	1	https://myanimelist.net/anime/1604	ok
175	スカルマン SKULL MAN (OP1)	スカルマン SKULL MAN (OP1)	opening	1	https://myanimelist.net/anime/2161	ok
176	べるぜバブ (OP1)	べるぜバブ (OP1)	opening	1	https://myanimelist.net/anime/9513	ok
177	スケットダンス (OP1)	スケットダンス (OP1)	opening	1	https://myanimelist.net/anime/9863	ok
178	バクマン。 (OP1)	バクマン。 (OP1)	opening	1	https://myanimelist.net/anime/7674	ok
179	デス・パレード (OP1)	デス・パレード (OP1)	opening	1	https://myanimelist.net/anime/28223	ok
180	ブラッドプラス (OP1)	血界戦線 (OP1)	opening	1	https://myanimelist.net/anime/24439	ok
181	THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール (OP1)	THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール (OP1)	opening	1	https://myanimelist.net/anime/41353	ok
182	神之塔 -Tower of God- (OP1)	神之塔 -Tower of God- (OP1)	opening	1	https://myanimelist.net/anime/40221	ok
183	不滅のあなたへ (OP1)	不滅のあなたへ (OP1)	opening	1	https://myanimelist.net/anime/41025	ok
184	Vivy -Fluorite Eye's Song- (ヴィヴィ -フローライトアイズソング-) (OP1)	Vivy -Fluorite Eye's Song- (ヴィヴィ -フローライトアイズソング-) (OP1)	opening	1	https://myanimelist.net/anime/46095	ok
185	ワンダーエッグ・プライオリティ (OP1)	ワンダーエッグ・プライオリティ (OP1)	opening	1	https://myanimelist.net/anime/43299	ok
186	アクダマドライブ (OP1)	アクダマドライブ (OP1)	opening	1	https://myanimelist.net/anime/41433	ok
187	デカダンス (OP1)	デカダンス (OP1)	opening	1	https://myanimelist.net/anime/40056	ok
188	Great Pretender (OP1)	GREAT PRETENDER (OP1)	opening	1	https://myanimelist.net/anime/40052	ok
189	Summer Time Rendering (OP1)	SUMMER TIME (OP1)	opening	1	https://myanimelist.net/anime/54107	ok
190	薬屋のひとりごと (OP1)	薬屋のひとりごと (OP1)	opening	1	https://myanimelist.net/anime/54492	ok
191	俺だけレベルアップな件 (OP1)	俺だけレベルアップな件 (OP1)	opening	1	https://myanimelist.net/anime/52299	ok
192	マッシュル-MASHLE- (OP1)	マッシュル-MASHLE- (OP1)	opening	1	https://myanimelist.net/anime/52211	ok
193	アンデッドアンラック (OP1)	アンデッドアンラック (OP1)	opening	1	https://myanimelist.net/anime/52741	ok
194	シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～ (OP1)	シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～ (OP1)	opening	1	https://myanimelist.net/anime/52347	ok
195	ゾン100～ゾンビになるまでにしたい100のこと～ (OP1)	ゾン100～ゾンビになるまでにしたい100のこと～ (OP1)	opening	1	https://myanimelist.net/anime/54112	ok
196	パラダイス (OP1)	地獄楽 (OP1)	opening	1	https://myanimelist.net/anime/46569	ok
197	天国大魔境 (OP1)	天国大魔境 (OP1)	opening	1	https://myanimelist.net/anime/53393	ok
198	よふかしのうた (OP1)	よふかしのうた (OP1)	opening	1	https://myanimelist.net/anime/50346	ok
199	王様ランキング (OP1)	王様ランキング (OP1)	opening	1	https://myanimelist.net/anime/40834	ok
200	機動戦士ガンダム 水星の魔女 (OP1)	機動戦士ガンダム 水星の魔女 (OP1)	opening	1	https://myanimelist.net/anime/49828	ok
201	化物語 (OP1)	化物語 (OP1)	opening	1	https://myanimelist.net/anime/5081	ok
202	とある科学の超電磁砲 (OP1)	とある科学の超電磁砲 (OP1)	opening	1	https://myanimelist.net/anime/6213	ok
203	ラブライブ! School idol project (OP1)	ラブライブ! School idol project (OP1)	opening	1	https://myanimelist.net/anime/15051	ok
204	アルドノア・ゼロ (OP1)	アルドノア・ゼロ (OP1)	opening	1	https://myanimelist.net/anime/22729	ok
205	機動戦士ガンダム 鉄血のオルフェンズ (OP1)	機動戦士ガンダム 鉄血のオルフェンズ (OP1)	opening	1	https://myanimelist.net/anime/31251	ok
206	陰の実力者になりたくて！ (OP1)	陰の実力者になりたくて！ (OP1)	opening	1	https://myanimelist.net/anime/48316	ok
207	怪獣8号 (OP1)	怪獣8号 (OP1)	opening	1	https://myanimelist.net/anime/52588	ok
208	ダンジョン飯 (OP1)	ダンジョン飯 (OP1)	opening	1	https://myanimelist.net/anime/52701	ok
209	ダンダダン (OP1)	ダンダダン (OP1)	opening	1	https://myanimelist.net/anime/57334	ok
210	BLEACH 千年血戦篇 (OP1)	BLEACH - ブリーチ - (OP1)	opening	1	https://myanimelist.net/anime/269	ok
211	ユーリ!!! on ICE (OP1)	ユーリ!!! on ICE (OP1)	opening	1	https://myanimelist.net/anime/32995	ok
212	Free! (OP1)	Free! (OP1)	opening	1	https://myanimelist.net/anime/18507	ok
213	黒子のバスケ (OP1)	黒子のバスケ (OP1)	opening	1	https://myanimelist.net/anime/11771	ok
214	ハイキュー!! セカンドシーズン (OP1)	ハイキュー!! (OP1)	opening	1	https://myanimelist.net/anime/20583	ok
215	けいおん!! (OP1)	けいおん!! (OP1)	opening	1	https://myanimelist.net/anime/7791	ok
216	Charlotte（シャーロット） (OP1)	Charlotte（シャーロット） (OP1)	opening	1	https://myanimelist.net/anime/28999	ok
217	プラスティック・メモリーズ (OP1)	プラスティック・メモリーズ (OP1)	opening	1	https://myanimelist.net/anime/27775	ok
218	Air (OP1)	AIR (OP1)	opening	1	https://myanimelist.net/anime/101	ok
219	CLANNAD〜AFTER STORY〜 クラナド アフターストーリー (OP1)	CLANNAD〜AFTER STORY〜 クラナド アフターストーリー (OP1)	opening	1	https://myanimelist.net/anime/4181	ok
220	Re:CREATORS 〈レクリエイターズ〉 (OP1)	Re:CREATORS 〈レクリエイターズ〉 (OP1)	opening	1	https://myanimelist.net/anime/34561	ok
221	キズナイーバー (OP1)	キズナイーバー (OP1)	opening	1	https://myanimelist.net/anime/31798	ok
222	戦姫絶唱シンフォギア (OP1)	戦姫絶唱シンフォギア (OP1)	opening	1	https://myanimelist.net/anime/11751	ok
223	マクロスΔ「でるた小劇場」 (OP1)	マクロスΔ「でるた小劇場」 (OP1)	opening	1	https://myanimelist.net/anime/33806	ok
224	キャロル&チューズデイ (OP1)	キャロル&チューズデイ (OP1)	opening	1	https://myanimelist.net/anime/37435	ok
225	ギヴン (OP1)	ギヴン (OP1)	opening	1	https://myanimelist.net/anime/39533	ok
226	坂道のアポロン (OP1)	坂道のアポロン (OP1)	opening	1	https://myanimelist.net/anime/12531	ok
227	トライガン (OP1)	トライガン (OP1)	opening	1	https://myanimelist.net/anime/6	ok
228	銀魂' (OP1)	銀魂' (OP1)	opening	1	https://myanimelist.net/anime/9969	ok
229	FAIRY TAIL（フェアリーテイル） (OP1)	FAIRY TAIL（フェアリーテイル） (OP1)	opening	1	https://myanimelist.net/anime/6702	ok
230	Edens Zero (OP1)	EDENS ZERO (OP1)	opening	1	https://myanimelist.net/anime/42192	ok
